,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE MONTH,SALE YEAR
43061,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1540,3,C0,11233,3,0,3,1800.0,2994.0,1910,1,C0,850000.0,5,2017
43063,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1540,35,C0,11233,3,0,3,1231.0,2383.0,2005,1,C0,670000.0,11,2016
43064,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1543,19,C0,11233,3,0,3,1628.0,2430.0,1910,1,C0,550000.0,6,2017
43065,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1543,19,C0,11233,3,0,3,1628.0,2430.0,1910,1,C0,450000.0,3,2017
43067,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1551,69,C0,11233,3,0,3,2000.0,2700.0,1920,1,C0,855000.0,6,2017
43068,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1551,73,C0,11233,3,0,3,2000.0,2700.0,1920,1,C0,595000.0,2,2017
43071,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1563,120,C0,11233,3,0,3,1894.0,3123.0,2005,1,C0,525000.0,3,2017
43073,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1564,15,C0,11233,3,0,3,1790.0,2700.0,1899,1,C0,1220000.0,3,2017
43074,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1566,22,C0,11233,3,0,3,1653.0,2565.0,1901,1,C0,999500.0,12,2016
43076,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1569,20,C0,11233,3,0,3,1710.0,2565.0,1910,1,C0,1200000.0,4,2017
43078,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1570,17,C0,11233,3,0,3,1537.0,2565.0,1910,1,C0,990000.0,4,2017
43092,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1439,67,C3,11233,4,0,4,3238.0,3168.0,1910,2,C3,889000.0,1,2017
43093,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2B,1442,21,C1,11233,8,0,8,2411.0,5280.0,1910,2,C1,1200000.0,12,2016
43096,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1475,11,C2,11233,5,0,5,3020.0,3360.0,1910,2,C2,700000.0,12,2016
43100,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1487,5,C2,11221,6,0,6,1440.0,4400.0,1905,2,C2,1450000.0,6,2017
43107,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1510,53,C2,11233,6,0,6,2583.0,5657.0,1905,2,C2,1775000.0,7,2017
43113,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1522,59,C2,11233,6,0,6,2500.0,5400.0,1908,2,C2,2450000.0,5,2017
43116,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1527,37,C3,11233,4,0,4,2500.0,3601.0,1924,2,C3,1000000.0,3,2017
43118,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,1,1534,64,B1,11233,2,0,2,1500.0,1575.0,1899,2,C3,1070000.0,12,2016
43120,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1540,18,C2,11233,6,0,6,2500.0,4875.0,1910,2,C2,1690000.0,12,2016
43121,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1552,9,C3,11233,4,0,4,2000.0,5200.0,1910,2,C3,820000.0,11,2016
43126,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1570,1,C5,11233,6,0,6,1498.0,4348.0,2005,2,C5,570220.0,7,2017
43127,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1570,1,C5,11233,6,0,6,1498.0,4348.0,2005,2,C5,1119567.0,6,2017
43128,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1572,41,C2,11233,6,0,6,2465.0,3750.0,1910,2,C2,1200000.0,3,2017
43131,3,OCEAN HILL,12 CONDOS - WALKUP APARTMENTS              ,2,1498,1012,R2,11233,1,0,1,0.0,0.0,1992,2,R2,119601.0,5,2017
43132,3,OCEAN HILL,12 CONDOS - WALKUP APARTMENTS              ,2,1502,1004,R2,11233,1,0,1,0.0,0.0,1992,2,R2,682000.0,5,2017
43133,3,OCEAN HILL,12 CONDOS - WALKUP APARTMENTS              ,2,1502,1006,R2,11233,1,0,1,0.0,0.0,1992,2,R2,275000.0,10,2016
43140,3,OCEAN HILL,12 CONDOS - WALKUP APARTMENTS              ,2,1540,1025,R2,11233,1,0,1,0.0,0.0,1900,2,R2,399000.0,10,2016
43142,3,OCEAN HILL,14 RENTALS - 4-10 UNIT                     ,2B,1464,1,S9,11233,6,3,9,1912.0,6500.0,1910,2,S9,1600000.0,1,2017
43143,3,OCEAN HILL,14 RENTALS - 4-10 UNIT                     ,2A,1477,38,S4,11233,4,1,5,2292.0,4290.0,1927,2,S4,1625000.0,1,2017
43145,3,OCEAN HILL,14 RENTALS - 4-10 UNIT                     ,2A,1520,46,S9,11233,3,3,6,1800.0,4040.0,1931,2,S9,1210000.0,11,2016
43146,3,OCEAN HILL,14 RENTALS - 4-10 UNIT                     ,2A,1566,1,S3,11233,3,1,4,1480.0,3976.0,1924,2,S3,950000.0,2,2017
43147,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1490,1001,R1,11233,1,0,1,0.0,0.0,2015,2,R1,865512.0,5,2017
43148,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1490,1002,R1,11233,1,0,1,0.0,0.0,2015,2,R1,711756.0,6,2017
43149,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1490,1003,R1,11233,1,0,1,0.0,0.0,2015,2,R1,722957.0,4,2017
43150,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1490,1004,R1,11233,1,0,1,0.0,0.0,2015,2,R1,626223.0,4,2017
43151,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1490,1005,R1,11233,1,0,1,0.0,0.0,2015,2,R1,441090.0,4,2017
43152,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1503,1101,R1,11233,1,0,1,0.0,0.0,2015,2,R1,702592.0,5,2017
43153,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1503,1102,R1,11233,1,0,1,0.0,0.0,2015,2,R1,404586.0,3,2017
43154,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1503,1103,R1,11233,1,0,1,0.0,0.0,2015,2,R1,329550.0,5,2017
43155,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1503,1104,R1,11233,1,0,1,0.0,0.0,2015,2,R1,405700.0,4,2017
43156,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1503,1105,R1,11233,1,0,1,0.0,0.0,2015,2,R1,328000.0,4,2017
43157,3,OCEAN HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1511,1002,R1,11233,1,0,1,0.0,0.0,1905,2,R1,760000.0,10,2016
43158,3,OCEAN HILL,21 OFFICE BUILDINGS                        ,4,1561,36,O5,11233,0,1,1,1950.0,3600.0,1901,4,O5,740500.0,9,2016
43164,3,OCEAN HILL,30 WAREHOUSES                              ,4,1474,3,E1,11233,0,1,1,3204.0,3204.0,1921,4,E1,1050000.0,8,2017
43166,3,OCEAN HILL,30 WAREHOUSES                              ,4,3665,13,E1,11207,0,1,1,3613.0,3613.0,1930,4,E1,980000.0,6,2017
43180,3,OCEAN HILL,37 RELIGIOUS FACILITIES                    ,4,1465,16,M9,11233,2,1,3,3210.0,6100.0,1899,4,M9,325000.0,2,2017
43190,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5353,24,A1,11218,1,0,1,2500.0,1572.0,1930,1,A1,1100000.0,9,2016
43192,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5372,56,A5,11218,1,0,1,1717.0,1188.0,1915,1,A5,749000.0,9,2016
43193,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5372,59,A5,11218,1,0,1,1717.0,1188.0,1915,1,A5,900000.0,9,2016
43195,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5376,14,A1,11218,1,0,1,2410.0,1280.0,1925,1,A1,1625000.0,10,2016
43196,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5386,38,A1,11218,1,0,1,3333.0,1649.0,1901,1,A1,850000.0,7,2017
43198,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5390,29,A1,11218,1,0,1,2000.0,1915.0,1920,1,A1,750000.0,2,2017
43200,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5402,55,A1,11218,1,0,1,3000.0,1394.0,1930,1,A1,857000.0,1,2017
43202,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5409,23,A1,11218,1,0,1,2550.0,1576.0,1925,1,A1,1100000.0,7,2017
43206,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5419,27,A5,11230,1,0,1,2034.0,1440.0,1915,1,A5,870000.0,8,2017
43207,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5420,35,A5,11230,1,0,1,2072.0,1187.0,1910,1,A5,780500.0,12,2016
43208,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5428,43,A5,11230,1,0,1,1503.0,1200.0,1925,1,A5,715000.0,9,2016
43211,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6494,32,A1,11230,1,0,1,5280.0,2690.0,1925,1,A1,2295000.0,3,2017
43212,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6495,29,A9,11230,1,0,1,3013.0,1490.0,1925,1,A9,930000.0,8,2017
43213,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6495,32,A1,11230,1,0,1,2410.0,1840.0,1920,1,A1,780000.0,12,2016
43214,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6496,12,A9,11230,1,0,1,2150.0,1664.0,1925,1,A9,710000.0,5,2017
43218,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6503,130,A1,11230,1,0,1,2239.0,1120.0,1920,1,A1,805000.0,9,2016
43219,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6505,1,A5,11230,1,0,1,1467.0,1260.0,1945,1,A5,965000.0,8,2017
43220,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6505,11,A5,11230,1,0,1,1264.0,960.0,1945,1,A5,650000.0,5,2017
43223,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6509,61,A1,11230,1,0,1,5000.0,3110.0,1930,1,A1,2168000.0,12,2016
43224,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6512,24,A9,11230,1,0,1,4000.0,1692.0,1925,1,A9,1600000.0,8,2017
43225,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6512,45,A1,11230,1,0,1,4000.0,2191.0,1925,1,A1,2600000.0,7,2017
43226,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6512,63,A1,11230,1,0,1,3400.0,1724.0,1925,1,A1,2400000.0,6,2017
43227,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6514,29,A1,11230,1,0,1,3750.0,2013.0,1920,1,A1,1300000.0,7,2017
43228,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6514,38,A1,11230,1,0,1,3052.0,1666.0,1920,1,A1,950000.0,2,2017
43229,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6516,16,A1,11230,1,0,1,5000.0,3457.0,1930,1,A1,965000.0,1,2017
43231,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6516,32,A9,11230,1,0,1,2200.0,1680.0,1930,1,A9,950000.0,1,2017
43232,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6516,63,A9,11230,1,0,1,2000.0,1344.0,1930,1,A9,875000.0,11,2016
43233,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6516,83,A9,11230,1,0,1,2100.0,1312.0,1930,1,A9,1300000.0,4,2017
43235,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6517,50,A1,11230,1,0,1,2891.0,1660.0,1930,1,A1,1725000.0,3,2017
43236,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6517,74,A9,11230,1,0,1,2500.0,1404.0,1930,1,A9,990000.0,12,2016
43237,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6519,79,A3,11230,1,0,1,6000.0,4360.0,1935,1,A3,3100000.0,11,2016
43239,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6520,73,A1,11230,1,0,1,4820.0,2232.0,1920,1,A1,3000000.0,5,2017
43240,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6521,11,A1,11230,1,0,1,4000.0,2614.0,1925,1,A1,3960000.0,8,2017
43241,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6521,67,A3,11230,1,0,1,4000.0,2908.0,1925,1,A3,3500000.0,8,2017
43242,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6521,71,A1,11230,1,0,1,4000.0,2048.0,1930,1,A1,3300000.0,6,2017
43243,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6521,79,A1,11230,1,0,1,4000.0,2360.0,1925,1,A1,3800000.0,6,2017
43244,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6522,51,A1,11230,1,0,1,6000.0,3600.0,1930,1,A1,3550000.0,1,2017
43247,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6524,15,A5,11230,1,0,1,2500.0,1400.0,1925,1,A5,984000.0,6,2017
43248,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6525,37,A9,11230,1,0,1,1241.0,1024.0,1925,1,A9,800000.0,7,2017
43251,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6528,23,A1,11230,1,0,1,4820.0,2315.0,1920,1,A1,3000000.0,10,2016
43255,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6531,70,A9,11230,1,0,1,3000.0,1890.0,1930,1,A9,1300000.0,12,2016
43256,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6532,64,A9,11230,1,0,1,3000.0,1274.0,1930,1,A9,900000.0,10,2016
43258,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6533,73,A4,11230,1,0,1,3374.0,5451.0,2014,1,A4,999000.0,12,2016
43261,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6540,83,A9,11230,1,0,1,2000.0,1261.0,1920,1,A9,950000.0,10,2016
43263,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6543,38,A9,11230,1,0,1,2410.0,1336.0,1920,1,A9,1050000.0,4,2017
43264,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6544,52,A1,11230,1,0,1,2000.0,1176.0,1915,1,A1,937500.0,6,2017
43265,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6544,64,A1,11230,1,0,1,2333.0,1264.0,1915,1,A1,780000.0,7,2017
43266,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6545,52,A9,11230,1,0,1,2000.0,1328.0,1925,1,A9,940000.0,9,2016
43267,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6545,60,A9,11230,1,0,1,2700.0,1288.0,1920,1,A9,995000.0,6,2017
43270,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6567,42,A1,11230,1,0,1,3600.0,1772.0,1920,1,A1,1400000.0,2,2017
43272,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6567,62,A1,11230,1,0,1,4000.0,1792.0,1920,1,A1,1950000.0,8,2017
43273,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6568,58,A9,11230,1,0,1,2365.0,3944.0,1930,1,A9,1550000.0,9,2016
43274,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6569,32,A9,11230,1,0,1,2200.0,3224.0,1925,1,A9,995000.0,9,2016
43275,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6570,58,A3,11230,1,0,1,3615.0,3890.0,1925,1,A3,2700000.0,8,2017
43276,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6570,70,A9,11230,1,0,1,3254.0,5175.0,1925,1,A9,800000.0,12,2016
43277,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6571,21,A9,11230,1,0,1,2517.0,1440.0,1925,1,A9,975500.0,5,2017
43279,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6573,62,A9,11230,1,0,1,1632.0,1184.0,1930,1,A9,579000.0,8,2017
43281,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6584,105,A5,11230,1,0,1,1170.0,1400.0,1940,1,A5,705000.0,3,2017
43282,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6585,32,A9,11230,1,0,1,2500.0,1472.0,1930,1,A9,1210000.0,3,2017
43283,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6585,37,A9,11230,1,0,1,2500.0,1472.0,1930,1,A9,1250000.0,9,2016
43284,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6585,76,A9,11230,1,0,1,2000.0,1408.0,1925,1,A9,1030000.0,5,2017
43285,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6586,29,A9,11230,1,0,1,2492.0,1408.0,1920,1,A9,996000.0,2,2017
43286,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6586,66,A9,11230,1,0,1,2600.0,1472.0,1920,1,A9,900000.0,9,2016
43287,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6586,73,A9,11230,1,0,1,2300.0,1440.0,1920,1,A9,910000.0,12,2016
43288,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6587,66,A9,11230,1,0,1,1925.0,1456.0,1930,1,A9,810000.0,7,2017
43289,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6588,48,A9,11230,1,0,1,2633.0,1556.0,1925,1,A9,1300000.0,4,2017
43290,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6589,28,A3,11230,1,0,1,4820.0,6660.0,1997,1,A3,4200000.0,4,2017
43291,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6591,18,A1,11230,1,0,1,4000.0,6271.0,2008,1,A1,945000.0,9,2016
43294,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6610,18,A9,11230,1,0,1,2500.0,1344.0,1935,1,A9,534000.0,1,2017
43295,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6610,65,A9,11230,1,0,1,2000.0,1312.0,1920,1,A9,379901.0,11,2016
43296,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6612,81,A9,11230,1,0,1,2400.0,1696.0,1935,1,A9,500000.0,1,2017
43297,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6614,69,A5,11230,1,0,1,2450.0,1648.0,1925,1,A5,1500000.0,9,2016
43299,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6616,69,A9,11230,1,0,1,1800.0,1404.0,1930,1,A9,800000.0,5,2017
43300,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6633,52,A9,11223,1,0,1,3198.0,1008.0,1925,1,A9,790000.0,3,2017
43301,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6635,41,A9,11223,1,0,1,2000.0,1184.0,1930,1,A9,790500.0,6,2017
43302,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6637,51,A9,11223,1,0,1,4600.0,1530.0,1930,1,A9,3300000.0,7,2017
43303,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6639,34,A9,11223,1,0,1,2049.0,1370.0,1930,1,A9,800000.0,6,2017
43306,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6639,79,A9,11223,1,0,1,3635.0,1560.0,1920,1,A9,1256000.0,6,2017
43308,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6640,35,A1,11223,1,0,1,2000.0,1626.0,1925,1,A1,915000.0,3,2017
43310,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6658,18,A9,11223,1,0,1,1960.0,1184.0,1920,1,A9,1190000.0,5,2017
43311,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6659,6,A9,11223,1,0,1,2000.0,1638.0,1925,1,A9,1318000.0,12,2016
43312,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6659,10,A9,11223,1,0,1,2058.0,1168.0,1925,1,A9,900000.0,11,2016
43313,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6659,26,A9,11223,1,0,1,2307.0,1120.0,1925,1,A9,900000.0,9,2016
43315,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6660,8,A9,11223,1,0,1,2000.0,1120.0,1920,1,A9,950000.0,2,2017
43317,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6661,65,A1,11223,1,0,1,2625.0,1424.0,1925,1,A1,1850000.0,7,2017
43319,3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6664,15,A5,11223,1,0,1,1917.0,1408.0,1920,1,A5,785000.0,10,2016
43320,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5353,46,B3,11218,2,0,2,1620.0,1464.0,1910,1,B3,770000.0,10,2016
43322,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5356,71,B2,11218,2,0,2,3000.0,2560.0,1930,1,B2,1050000.0,12,2016
43323,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5359,34,B3,11218,2,0,2,2571.0,1660.0,1920,1,B3,723500.0,1,2017
43324,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5359,42,B1,11218,2,0,2,3615.0,2472.0,1930,1,B1,990000.0,2,2017
43325,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5360,26,B3,11218,2,0,2,2100.0,1624.0,1910,1,B3,815000.0,3,2017
43326,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5360,27,B2,11218,2,0,2,4000.0,1700.0,1901,1,B2,900000.0,3,2017
43327,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5361,31,S2,11218,2,1,3,1205.0,4400.0,1930,1,S2,900000.0,9,2016
43330,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5371,29,B1,11218,2,0,2,2500.0,2600.0,1925,1,B1,999000.0,6,2017
43332,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5375,7,B2,11218,2,0,2,5300.0,2504.0,1925,1,B2,919000.0,4,2017
43334,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5375,30,B3,11218,2,0,2,2667.0,2147.0,1925,1,B3,868500.0,2,2017
43335,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5375,31,B2,11218,2,0,2,2667.0,1954.0,1925,1,B2,900000.0,6,2017
43337,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5375,70,B2,11218,2,0,2,6000.0,2677.0,1925,1,B2,3450000.0,4,2017
43338,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5377,74,B3,11218,2,0,2,3000.0,1495.0,1905,1,B3,865000.0,1,2017
43341,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5378,82,B2,11218,2,0,2,1800.0,2616.0,1925,1,B2,810000.0,2,2017
43351,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5390,25,B2,11218,2,0,2,3000.0,1854.0,1915,1,B2,940000.0,4,2017
43354,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5396,8,B3,11218,2,0,2,2400.0,2271.0,1899,1,B3,998000.0,3,2017
43362,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5401,80,B1,11218,2,0,2,3013.0,2480.0,1925,1,B1,995000.0,3,2017
43363,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5408,29,B3,11218,2,0,2,2500.0,2015.0,1935,1,B3,999000.0,2,2017
43368,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5422,14,B2,11230,2,0,2,3339.0,1892.0,1901,1,B2,700000.0,5,2017
43369,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5422,15,B2,11230,2,0,2,3339.0,1892.0,1901,1,B2,1300000.0,5,2017
43371,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5422,17,B2,11230,2,0,2,3339.0,1892.0,1901,1,B2,1300000.0,12,2016
43372,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5423,76,B1,11230,2,0,2,3030.0,2608.0,1925,1,B1,1400000.0,5,2017
