,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE MONTH,SALE YEAR
42792,3,NAVY YARD,13 CONDOS - ELEVATOR APARTMENTS            ,2,2033,1122,R4,11205,1,0,1,0.0,0.0,2014,2,R4,450204.0,1,2017
42793,3,NAVY YARD,13 CONDOS - ELEVATOR APARTMENTS            ,2,2033,1128,R4,11205,1,0,1,0.0,0.0,2014,2,R4,537653.0,1,2017
42794,3,NAVY YARD,13 CONDOS - ELEVATOR APARTMENTS            ,2,2033,1131,R4,11205,1,0,1,0.0,0.0,2014,2,R4,456228.0,9,2016
42795,3,NAVY YARD,13 CONDOS - ELEVATOR APARTMENTS            ,2,2033,1140,R4,11205,1,0,1,0.0,0.0,2014,2,R4,309921.0,10,2016
42796,3,NAVY YARD,13 CONDOS - ELEVATOR APARTMENTS            ,2,2033,1151,R4,11205,1,0,1,0.0,0.0,2014,2,R4,466268.0,2,2017
42797,3,NAVY YARD,13 CONDOS - ELEVATOR APARTMENTS            ,2,2033,1159,R4,11205,1,0,1,0.0,0.0,2014,2,R4,424100.0,9,2016
42798,3,NAVY YARD,13 CONDOS - ELEVATOR APARTMENTS            ,2,2033,1163,R4,11205,1,0,1,0.0,0.0,2014,2,R4,370161.0,9,2016
42799,3,NAVY YARD,13 CONDOS - ELEVATOR APARTMENTS            ,2,2033,1166,R4,11205,1,0,1,0.0,0.0,2014,2,R4,337029.0,4,2017
42800,3,NAVY YARD,13 CONDOS - ELEVATOR APARTMENTS            ,2,2033,1167,R4,11205,1,0,1,0.0,0.0,2014,2,R4,343053.0,2,2017
42803,3,NAVY YARD,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1874,1103,R1,11205,1,0,1,0.0,0.0,1930,2,R1,1224900.0,9,2016
42807,3,NAVY YARD,29 COMMERCIAL GARAGES                      ,4,1875,4,G1,11205,0,1,1,2000.0,2000.0,1935,4,G1,450000.0,4,2017
42808,3,NAVY YARD,30 WAREHOUSES                              ,4,1875,1,E9,11205,0,1,1,2688.0,2688.0,1977,4,E9,1300000.0,4,2017
42811,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1450,48,S1,11233,1,1,2,1929.0,2430.0,1901,1,S1,461840.0,9,2016
42813,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1465,7,S1,11233,1,1,2,1031.0,2060.0,1921,1,S1,440000.0,5,2017
42815,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1476,28,A5,11212,1,0,1,1780.0,1268.0,1920,1,A5,425000.0,3,2017
42816,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1496,41,A9,11233,1,0,1,1728.0,1080.0,1910,1,A9,690000.0,9,2016
42817,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1496,69,A4,11233,1,0,1,1800.0,2268.0,1899,1,A4,850000.0,12,2016
42820,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1499,110,S1,11207,1,1,2,1667.0,3024.0,1931,1,S1,450000.0,5,2017
42822,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1513,38,S1,11233,1,1,2,1406.0,1312.0,1910,1,S1,165000.0,2,2017
42824,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1526,7,A9,11233,1,0,1,2500.0,1272.0,1910,1,A9,730000.0,9,2016
42825,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1534,62,A9,11233,1,0,1,1500.0,1575.0,1899,1,A9,775000.0,6,2017
42826,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1534,62,A9,11233,1,0,1,1500.0,1575.0,1899,1,A9,310000.0,10,2016
42829,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1560,11,A5,11233,1,0,1,1463.0,1625.0,1910,1,A5,235800.0,10,2016
42830,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1560,12,A5,11233,1,0,1,1463.0,1625.0,1910,1,A5,740000.0,11,2016
42831,3,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,1567,18,A4,11233,1,0,1,1462.0,2150.0,1901,1,A4,385000.0,6,2017
42833,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1432,39,B1,11233,2,0,2,1667.0,2112.0,1901,1,B1,799000.0,5,2017
42835,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1432,57,B9,11233,2,0,2,2000.0,2868.0,1901,1,B9,406000.0,4,2017
42836,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1435,61,B9,11233,2,0,2,1250.0,1280.0,1901,1,B9,400000.0,12,2016
42837,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1439,36,B9,11233,2,0,2,1786.0,1836.0,1901,1,B9,575000.0,3,2017
42839,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1442,36,B2,11233,2,0,2,4886.0,2120.0,1899,1,B2,1200000.0,2,2017
42840,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1442,54,B9,11233,2,0,2,2679.0,1840.0,1901,1,B9,529490.0,7,2017
42841,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1442,54,B9,11233,2,0,2,2679.0,1840.0,1901,1,B9,572400.0,12,2016
42842,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1443,54,B9,11233,2,0,2,2143.0,2064.0,1901,1,B9,840000.0,1,2017
42843,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1446,115,B2,11233,2,0,2,2144.0,2551.0,2003,1,B2,820000.0,3,2017
42846,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1453,21,B1,11233,2,0,2,2555.0,1840.0,1901,1,B1,830000.0,2,2017
42848,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1457,79,B1,11233,2,0,2,2427.0,1976.0,1920,1,B1,975000.0,12,2016
42850,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1459,24,B1,11233,2,0,2,2555.0,2700.0,1899,1,B1,755000.0,7,2017
42852,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1464,15,S2,11233,2,1,3,2555.0,3300.0,1899,1,S2,590000.0,10,2016
42853,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1473,59,B1,11233,2,0,2,2340.0,1900.0,1930,1,B1,320000.0,8,2017
42855,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1474,52,B1,11212,2,0,2,1600.0,3840.0,2008,1,B1,700000.0,11,2016
42856,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1481,54,B1,11221,2,0,2,1875.0,2250.0,1899,1,B1,400000.0,5,2017
42857,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1483,32,B3,11221,2,0,2,1667.0,2001.0,1899,1,B3,600000.0,1,2017
42859,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1485,29,B3,11221,2,0,2,1700.0,2295.0,1899,1,B3,1499000.0,5,2017
42862,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1490,38,B1,11233,2,0,2,1500.0,2880.0,2004,1,B1,973000.0,5,2017
42863,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1491,3,S2,11233,2,1,3,1600.0,2400.0,1910,1,S2,875000.0,2,2017
42865,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1493,33,B1,11233,2,0,2,1800.0,2430.0,2016,1,B1,1365000.0,12,2016
42866,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1493,73,B3,11233,2,0,2,1750.0,2364.0,1899,1,B3,955000.0,11,2016
42867,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1496,13,B3,11233,2,0,2,1800.0,2430.0,1899,1,B3,1520000.0,7,2017
42869,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1497,46,B9,11233,2,0,2,1950.0,2925.0,1910,1,B9,1050000.0,3,2017
42872,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1500,68,B3,11233,2,0,2,1833.0,2475.0,1899,1,B3,1500000.0,11,2016
42873,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1501,40,B3,11233,2,0,2,1833.0,2310.0,1899,1,B3,1235000.0,8,2017
42874,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1502,3,B3,11233,2,0,2,1420.0,2238.0,1931,1,B3,894000.0,11,2016
42875,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1502,5,B3,11233,2,0,2,1420.0,2238.0,1899,1,B3,200000.0,4,2017
42876,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1504,18,B3,11233,2,0,2,1800.0,2322.0,1905,1,B3,900000.0,3,2017
42879,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1504,58,B1,11233,2,0,2,1800.0,2322.0,1899,1,B1,945000.0,6,2017
42884,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1505,59,B1,11233,2,0,2,2000.0,2200.0,1899,1,B1,605000.0,11,2016
42885,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1505,65,B3,11233,2,0,2,1800.0,1260.0,1899,1,B3,678345.0,2,2017
42886,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1506,6,B3,11233,2,0,2,1850.0,2331.0,1910,1,B3,1487500.0,10,2016
42888,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1507,17,B9,11233,2,0,2,1800.0,2268.0,1901,1,B9,850000.0,9,2016
42889,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1507,19,B9,11233,2,0,2,1800.0,2268.0,1901,1,B9,1075000.0,6,2017
42890,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1507,20,B9,11233,2,0,2,1800.0,2268.0,1901,1,B9,640000.0,7,2017
42891,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1507,74,B9,11233,2,0,2,1750.0,2364.0,1901,1,B9,905000.0,3,2017
42893,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1508,46,B1,11233,2,0,2,1967.0,1968.0,1910,1,B1,720000.0,6,2017
42894,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1509,20,B9,11233,2,0,2,1942.0,2622.0,1899,1,B9,1139500.0,2,2017
42895,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1509,22,B9,11233,2,0,2,1933.0,2622.0,1899,1,B9,1400000.0,11,2016
42897,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1513,120,B1,11233,2,0,2,2100.0,2100.0,2002,1,B1,765300.0,6,2017
42898,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1514,19,B1,11233,2,0,2,2150.0,1920.0,1995,1,B1,875000.0,5,2017
42899,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1514,27,B1,11233,2,0,2,1500.0,2200.0,1910,1,B1,900000.0,4,2017
42900,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1516,10,B1,11233,2,0,2,1920.0,2200.0,1905,1,B1,1060000.0,4,2017
42901,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1516,16,B1,11233,2,0,2,2000.0,2200.0,1905,1,B1,660000.0,10,2016
42902,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1516,17,B1,11233,2,0,2,2000.0,2200.0,1905,1,B1,825000.0,6,2017
42903,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1517,28,S2,11207,2,1,3,1166.0,3300.0,1925,1,S2,700000.0,10,2016
42905,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1519,166,B1,11233,2,0,2,2037.0,2627.0,1996,1,B1,730000.0,10,2016
42906,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1520,39,B1,11233,2,0,2,1875.0,2250.0,1901,1,B1,725000.0,5,2017
42907,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1520,67,B9,11233,2,0,2,1783.0,2139.0,1920,1,B9,925000.0,6,2017
42908,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1521,41,B3,11233,2,0,2,800.0,1120.0,1899,1,B3,461978.0,8,2017
42909,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1522,9,S2,11233,2,1,3,1500.0,3700.0,1899,1,S2,787000.0,4,2017
42913,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1525,29,B9,11233,2,0,2,2500.0,1500.0,1910,1,B9,600000.0,4,2017
42914,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1526,27,B3,11233,2,0,2,833.0,1500.0,1910,1,B3,471201.0,4,2017
42915,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1527,38,B2,11233,2,0,2,2500.0,2994.0,2001,1,B2,505000.0,12,2016
42916,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1527,38,B2,11233,2,0,2,2500.0,2994.0,2001,1,B2,230000.0,12,2016
42918,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1531,27,B3,11233,2,0,2,1975.0,1140.0,1910,1,B3,999000.0,7,2017
42919,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1532,136,B1,11233,2,0,2,2817.0,2548.0,1999,1,B1,830000.0,12,2016
42920,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1534,21,B1,11233,2,0,2,1800.0,1980.0,1899,1,B1,350000.0,9,2016
42921,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1534,63,B1,11233,2,0,2,1500.0,1575.0,1899,1,B1,975500.0,6,2017
42923,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1537,66,S2,11233,2,1,3,1823.0,2494.0,1899,1,S2,30000.0,12,2016
42925,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1539,20,B3,11233,2,0,2,1500.0,2167.0,1915,1,B3,635000.0,5,2017
42926,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1539,47,B3,11233,2,0,2,1300.0,1856.0,1910,1,B3,950000.0,12,2016
42927,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1539,53,B3,11233,2,0,2,1625.0,1836.0,1910,1,B3,600000.0,10,2016
42928,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1539,55,B9,11233,2,0,2,1900.0,2251.0,1910,1,B9,665000.0,6,2017
42929,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1539,57,B9,11233,2,0,2,1900.0,2255.0,1910,1,B9,585000.0,9,2016
42930,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1539,84,B3,11233,2,0,2,1575.0,1719.0,1910,1,B3,500000.0,11,2016
42932,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1542,61,S2,11233,2,1,3,1719.0,3000.0,1899,1,S2,850000.0,6,2017
42933,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1549,58,B3,11233,2,0,2,1533.0,1625.0,1899,1,B3,540000.0,10,2016
42934,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1549,62,B3,11233,2,0,2,1667.0,1740.0,1899,1,B3,625000.0,1,2017
42936,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1551,19,B3,11233,2,0,2,1667.0,1972.0,1920,1,B3,1175000.0,8,2017
42939,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1551,50,S2,11233,2,1,3,2000.0,3000.0,1920,1,S2,1340000.0,7,2017
42940,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1551,50,S2,11233,2,1,3,2000.0,3000.0,1920,1,S2,999000.0,3,2017
42942,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1557,38,B9,11233,2,0,2,1550.0,2124.0,1920,1,B9,278000.0,9,2016
42943,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1559,3,B1,11233,2,0,2,1482.0,1980.0,1915,1,B1,520000.0,2,2017
42944,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1560,7,B1,11233,2,0,2,1950.0,2080.0,1905,1,B1,905000.0,10,2016
42947,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1560,36,B2,11233,2,0,2,1853.0,1948.0,1910,1,B2,1130000.0,3,2017
42948,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1561,11,B9,11233,2,0,2,1788.0,2400.0,1901,1,B9,1095000.0,7,2017
42949,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1561,19,B9,11233,2,0,2,2352.0,2400.0,1910,1,B9,750000.0,9,2016
42950,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1561,34,B9,11233,2,0,2,1593.0,1920.0,1901,1,B9,620000.0,4,2017
42951,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1562,23,B3,11233,2,0,2,1393.0,2000.0,1899,1,B3,545000.0,5,2017
42953,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1562,39,B3,11233,2,0,2,1649.0,2088.0,1899,1,B3,950000.0,4,2017
42954,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1564,18,B3,11233,2,0,2,1387.0,1848.0,1899,1,B3,480000.0,6,2017
42956,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1565,25,B3,11233,2,0,2,1522.0,2040.0,1899,1,B3,210000.0,3,2017
42958,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1567,5,B9,11233,2,0,2,1307.0,1472.0,1901,1,B9,300000.0,5,2017
42959,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1568,25,B2,11233,2,0,2,1280.0,1224.0,1901,1,B2,875000.0,6,2017
42960,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1568,45,B2,11233,2,0,2,1353.0,1428.0,1901,1,B2,300000.0,1,2017
42962,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1570,3,B2,11233,2,0,2,1498.0,3261.0,2005,1,B2,585000.0,1,2017
42963,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1572,7,B3,11233,2,0,2,1267.0,1596.0,1910,1,B3,463000.0,7,2017
42966,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1573,3,B3,11233,2,0,2,1550.0,1632.0,1920,1,B3,820000.0,10,2016
42967,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1573,13,B2,11233,2,0,2,1550.0,2232.0,1920,1,B2,450000.0,3,2017
42969,3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,3665,32,S2,11207,2,1,3,1601.0,3300.0,1910,1,S2,535000.0,1,2017
42972,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1439,37,C0,11233,3,0,3,1786.0,1824.0,1901,1,C0,1225000.0,7,2017
42975,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1443,25,C0,11233,3,0,3,2143.0,3500.0,1899,1,C0,780000.0,11,2016
42977,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1448,134,C0,11233,3,0,3,1150.0,2280.0,2007,1,C0,1140000.0,4,2017
42978,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1449,135,C0,11233,3,0,3,1779.0,3039.0,2006,1,C0,850000.0,1,2017
42980,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1452,21,C0,11233,3,0,3,2000.0,2700.0,1901,1,C0,663899.0,5,2017
42981,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1452,24,C0,11233,3,0,3,2000.0,2700.0,1901,1,C0,725000.0,11,2016
42983,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1457,7,C0,11233,3,0,3,1790.0,3300.0,1920,1,C0,999000.0,10,2016
42984,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1461,33,C0,11212,3,0,3,1729.0,3180.0,2006,1,C0,50000.0,5,2017
42985,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1464,29,C0,11233,3,0,3,2300.0,3015.0,1899,1,C0,1175000.0,3,2017
42987,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1464,31,C0,11233,3,0,3,2144.0,3300.0,1910,1,C0,835000.0,5,2017
42988,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1464,32,C0,11233,3,0,3,2020.0,3015.0,1899,1,C0,700000.0,8,2017
42990,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1464,67,C0,11233,3,0,3,2555.0,3162.0,1899,1,C0,800000.0,2,2017
42991,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1464,78,C0,11233,3,0,3,1912.0,2955.0,1899,1,C0,480000.0,9,2016
42995,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1468,25,C0,11233,3,0,3,1600.0,2802.0,1920,1,C0,820000.0,8,2017
42996,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1468,25,C0,11233,3,0,3,1600.0,2802.0,1920,1,C0,500000.0,5,2017
42997,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1468,28,C0,11233,3,0,3,1600.0,2610.0,1920,1,C0,625000.0,9,2016
42998,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1468,41,C0,11233,3,0,3,2160.0,3300.0,1920,1,C0,760000.0,6,2017
43001,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1472,4,C0,11233,3,0,3,1440.0,3240.0,1918,1,C0,857750.0,4,2017
43004,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1480,66,C0,11221,3,0,3,2070.0,4600.0,2008,1,C0,997000.0,8,2017
43005,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1481,31,C0,11221,3,0,3,2000.0,3225.0,2006,1,C0,291000.0,12,2016
43006,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1481,50,C0,11221,3,0,3,2500.0,3875.0,2005,1,C0,999000.0,8,2017
43007,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1481,51,C0,11221,3,0,3,2500.0,3875.0,2005,1,C0,1100000.0,4,2017
43009,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1485,64,C0,11221,3,0,3,1950.0,3219.0,1899,1,C0,715000.0,9,2016
43011,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1487,40,C0,11221,3,0,3,1500.0,2700.0,1901,1,C0,1070000.0,9,2016
43014,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1487,66,C0,11233,3,0,3,1900.0,2280.0,1899,1,C0,1282000.0,6,2017
43015,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1491,61,C0,11233,3,0,3,1850.0,3848.0,2005,1,C0,1365000.0,8,2017
43016,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1493,32,C0,11233,3,0,3,1800.0,2880.0,1909,1,C0,1494000.0,1,2017
43017,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1493,72,C0,11233,3,0,3,1750.0,2364.0,1899,1,C0,1010000.0,6,2017
43019,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1497,48,C0,11233,3,0,3,1950.0,2925.0,1910,1,C0,980000.0,3,2017
43021,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1503,5,C0,11233,3,0,3,1520.0,2565.0,1901,1,C0,739388.0,10,2016
43022,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1503,23,C0,11207,3,0,3,1897.0,2700.0,2007,1,C0,993000.0,9,2016
43024,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1505,35,C0,11233,3,0,3,1950.0,2925.0,1899,1,C0,1735000.0,12,2016
43025,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1506,24,C0,11233,3,0,3,2000.0,2700.0,1910,1,C0,980000.0,9,2016
43026,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1507,13,C0,11233,3,0,3,1800.0,2268.0,1901,1,C0,990000.0,7,2017
43027,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1508,12,C0,11233,3,0,3,1800.0,3024.0,1901,1,C0,900000.0,6,2017
43028,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1508,63,C0,11233,3,0,3,2500.0,4725.0,1907,1,C0,1280000.0,2,2017
43031,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1511,28,C0,11233,3,0,3,2000.0,2700.0,1899,1,C0,899000.0,8,2017
43034,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1511,57,B2,11233,2,0,2,2000.0,2700.0,1901,1,C0,1400000.0,1,2017
43037,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1515,28,C0,11233,3,0,3,1925.0,2598.0,1899,1,C0,1576000.0,3,2017
43038,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1516,29,C0,11233,3,0,3,2000.0,2700.0,1910,1,C0,1515000.0,5,2017
43039,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1516,32,C0,11233,3,0,3,2000.0,2700.0,1910,1,C0,416000.0,4,2017
43042,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1522,28,C0,11233,3,0,3,2000.0,2700.0,1899,1,C0,997600.0,10,2016
43045,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1522,140,C0,11233,3,0,3,2000.0,2400.0,1920,1,C0,999500.0,7,2017
43046,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1525,14,C0,11233,3,0,3,1875.0,2250.0,1910,1,C0,790000.0,5,2017
43049,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1527,55,C0,11233,3,0,3,2500.0,3900.0,2006,1,C0,586000.0,11,2016
43051,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1527,61,C0,11233,3,0,3,1675.0,2262.0,1910,1,C0,795000.0,4,2017
43053,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1534,53,C0,11233,3,0,3,1875.0,2250.0,1899,1,C0,970000.0,1,2017
43057,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1538,5,C0,11233,3,0,3,1500.0,2430.0,1899,1,C0,798737.0,9,2016
43058,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1538,59,C0,11233,3,0,3,1933.0,2565.0,1901,1,C0,522300.0,3,2017
43060,3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1539,26,C0,11233,3,0,3,1875.0,2460.0,1910,1,C0,1150000.0,3,2017
